MovementID,Date,ProductID,WarehouseID,MovementType,Quantity,UnitCost,IsSimulated
106,2017-04-21,P001,6,Issue,-3,2867.51,Yes
107,2017-04-22,P001,6,Issue,-11,2867.51,Yes
108,2017-04-23,P001,6,Issue,-7,2867.51,Yes
109,2017-04-24,P001,6,Receipt,210,2867.51,Yes
110,2017-04-25,P001,6,Issue,-6,2867.51,Yes
111,2017-04-27,P001,6,Issue,-9,2867.51,Yes
112,2017-04-28,P001,6,Issue,-4,2867.51,Yes
113,2017-04-29,P001,6,Issue,-2,2867.51,Yes
114,2017-04-30,P001,6,Issue,-9,2867.51,Yes
115,2017-05-01,P001,6,Issue,-3,2867.51,Yes
116,2017-05-02,P001,6,Issue,-4,2867.51,Yes
117,2017-05-03,P001,6,Issue,-6,2867.51,Yes
118,2017-05-04,P001,6,Issue,-12,2867.51,Yes
119,2017-05-05,P001,6,Issue,-10,2867.51,Yes
120,2017-05-06,P001,6,Issue,-3,2867.51,Yes
121,2017-05-07,P001,6,Issue,-4,2867.51,Yes
122,2017-05-08,P001,6,Issue,-5,2867.51,Yes
123,2017-05-09,P001,6,Issue,-3,2867.51,Yes
124,2017-05-11,P001,6,Issue,-5,2867.51,Yes
125,2017-05-12,P001,6,Issue,-2,2867.51,Yes
126,2017-05-14,P001,6,Issue,-3,2867.51,Yes
127,2017-05-15,P001,6,Issue,-10,2867.51,Yes
128,2017-05-16,P001,6,Issue,-2,2867.51,Yes
129,2017-05-17,P001,6,Issue,-3,2867.51,Yes
130,2017-05-18,P001,6,Issue,-1,2867.51,Yes
131,2017-05-19,P001,6,Issue,-4,2867.51,Yes
132,2017-05-20,P001,6,Issue,-8,2867.51,Yes
133,2017-05-21,P001,6,Issue,-3,2867.51,Yes
134,2017-05-23,P001,6,Issue,-5,2867.51,Yes
135,2017-05-24,P001,6,Issue,-10,2867.51,Yes
136,2017-05-25,P001,6,Issue,-12,2867.51,Yes
137,2017-05-26,P001,6,Issue,-8,2867.51,Yes
138,2017-05-27,P001,6,Issue,-4,2867.51,Yes
139,2017-05-28,P001,6,Issue,-2,2867.51,Yes
140,2017-05-29,P001,6,Issue,-7,2867.51,Yes
141,2017-05-31,P001,6,Issue,-8,2867.51,Yes
142,2017-06-01,P001,6,Issue,-12,2867.51,Yes
143,2017-06-02,P001,6,Issue,-1,2867.51,Yes
144,2017-06-03,P001,6,Issue,-10,2867.51,Yes
145,2017-06-04,P001,6,Issue,-3,2867.51,Yes
146,2017-06-05,P001,6,Receipt,203,2867.51,Yes
147,2017-06-05,P001,6,Issue,-4,2867.51,Yes
148,2017-06-06,P001,6,Issue,-11,2867.51,Yes
149,2017-06-07,P001,6,Issue,-12,2867.51,Yes
150,2017-06-08,P001,6,Issue,-9,2867.51,Yes
151,2017-06-09,P001,6,Issue,-5,2867.51,Yes
152,2017-06-10,P001,6,Issue,-10,2867.51,Yes
153,2017-06-11,P001,6,Issue,-5,2867.51,Yes
154,2017-06-12,P001,6,Issue,-1,2867.51,Yes
155,2017-06-13,P001,6,Issue,-11,2867.51,Yes
156,2017-06-14,P001,6,Issue,-1,2867.51,Yes
157,2017-06-15,P001,6,Issue,-11,2867.51,Yes
158,2017-06-16,P001,6,Issue,-9,2867.51,Yes
159,2017-06-17,P001,6,Issue,-2,2867.51,Yes
160,2017-06-18,P001,6,Issue,-10,2867.51,Yes
161,2017-06-19,P001,6,Issue,-4,2867.51,Yes
162,2017-06-20,P001,6,Issue,-6,2867.51,Yes
163,2017-06-21,P001,6,Issue,-1,2867.51,Yes
164,2017-06-22,P001,6,Issue,-12,2867.51,Yes
165,2017-06-23,P001,6,Issue,-2,2867.51,Yes
166,2017-06-24,P001,6,Issue,-1,2867.51,Yes
167,2017-06-26,P001,6,Issue,-12,2867.51,Yes
168,2017-06-27,P001,6,Issue,-10,2867.51,Yes
169,2017-06-28,P001,6,Issue,-4,2867.51,Yes
170,2017-06-29,P001,6,Issue,-6,2867.51,Yes
171,2017-06-30,P001,6,Issue,-11,2867.51,Yes
172,2017-07-01,P001,6,Issue,-9,2867.51,Yes
173,2017-07-02,P001,6,Issue,-5,2867.51,Yes
174,2017-07-03,P001,6,Receipt,184,2867.51,Yes
175,2017-07-03,P001,6,Issue,-1,2867.51,Yes
176,2017-07-04,P001,6,Issue,-3,2867.51,Yes
177,2017-07-05,P001,6,Issue,-9,2867.51,Yes
178,2017-07-06,P001,6,Issue,-5,2867.51,Yes
179,2017-07-07,P001,6,Issue,-1,2867.51,Yes
180,2017-07-08,P001,6,Issue,-10,2867.51,Yes
181,2017-07-09,P001,6,Issue,-11,2867.51,Yes
182,2017-07-10,P001,6,Issue,-8,2867.51,Yes
183,2017-07-11,P001,6,Issue,-5,2867.51,Yes
184,2017-07-12,P001,6,Issue,-5,2867.51,Yes
185,2017-07-13,P001,6,Issue,-12,2867.51,Yes
186,2017-07-14,P001,6,Issue,-4,2867.51,Yes
187,2017-07-15,P001,6,Issue,-10,2867.51,Yes
188,2017-07-16,P001,6,Issue,-6,2867.51,Yes
189,2017-07-17,P001,6,Issue,-8,2867.51,Yes
190,2017-07-18,P001,6,Issue,-10,2867.51,Yes
191,2017-07-19,P001,6,Issue,-6,2867.51,Yes
192,2017-07-20,P001,6,Issue,-6,2867.51,Yes
193,2017-07-21,P001,6,Issue,-6,2867.51,Yes
194,2017-07-22,P001,6,Issue,-4,2867.51,Yes
195,2017-07-23,P001,6,Issue,-2,2867.51,Yes
196,2017-07-24,P001,6,Issue,-9,2867.51,Yes
197,2017-07-26,P001,6,Issue,-7,2867.51,Yes
198,2017-07-27,P001,6,Issue,-3,2867.51,Yes
199,2017-07-28,P001,6,Issue,-5,2867.51,Yes
200,2017-07-29,P001,6,Issue,-9,2867.51,Yes
201,2017-07-30,P001,6,Issue,-4,2867.51,Yes
202,2017-07-31,P001,6,Receipt,169,2867.51,Yes
203,2017-07-31,P001,6,Issue,-2,2867.51,Yes
204,2017-08-01,P001,6,Issue,-3,2867.51,Yes
205,2017-08-02,P001,6,Issue,-9,2867.51,Yes
206,2017-08-03,P001,6,Issue,-9,2867.51,Yes
207,2017-08-04,P001,6,Issue,-5,2867.51,Yes
208,2017-08-05,P001,6,Issue,-11,2867.51,Yes
209,2017-08-06,P001,6,Issue,-7,2867.51,Yes
210,2017-08-08,P001,6,Issue,-7,2867.51,Yes
211,2017-08-09,P001,6,Issue,-5,2867.51,Yes
212,2017-08-12,P001,6,Issue,-5,2867.51,Yes
213,2017-08-13,P001,6,Issue,-7,2867.51,Yes
214,2017-08-14,P001,6,Issue,-5,2867.51,Yes
215,2017-08-15,P001,6,Issue,-5,2867.51,Yes
216,2017-08-16,P001,6,Issue,-9,2867.51,Yes
217,2017-08-17,P001,6,Issue,-1,2867.51,Yes
218,2017-08-18,P001,6,Issue,-8,2867.51,Yes
219,2017-08-19,P001,6,Issue,-5,2867.51,Yes
220,2017-08-20,P001,6,Issue,-3,2867.51,Yes
221,2017-08-21,P001,6,Issue,-12,2867.51,Yes
222,2017-08-22,P001,6,Issue,-2,2867.51,Yes
223,2017-08-23,P001,6,Issue,-5,2867.51,Yes
224,2017-08-24,P001,6,Issue,-7,2867.51,Yes
225,2017-08-25,P001,6,Issue,-6,2867.51,Yes
226,2017-08-26,P001,6,Issue,-9,2867.51,Yes
227,2017-08-27,P001,6,Issue,-8,2867.51,Yes
228,2017-08-28,P001,6,Issue,-10,2867.51,Yes
229,2017-08-29,P001,6,Issue,-1,2867.51,Yes
230,2017-08-30,P001,6,Issue,-7,2867.51,Yes
231,2017-08-31,P001,6,Issue,-11,2867.51,Yes
232,2017-09-01,P001,6,Issue,-7,2867.51,Yes
233,2017-09-02,P001,6,Issue,-2,2867.51,Yes
234,2017-09-03,P001,6,Issue,-11,2867.51,Yes
235,2017-09-04,P001,6,Receipt,204,2867.51,Yes
236,2017-09-04,P001,6,Issue,-10,2867.51,Yes
237,2017-09-05,P001,6,Issue,-11,2867.51,Yes
238,2017-09-06,P001,6,Issue,-4,2867.51,Yes
239,2017-09-07,P001,6,Issue,-8,2867.51,Yes
240,2017-09-08,P001,6,Issue,-9,2867.51,Yes
241,2017-09-09,P001,6,Issue,-10,2867.51,Yes
242,2017-09-10,P001,6,Issue,-11,2867.51,Yes
243,2017-09-11,P001,6,Issue,-1,2867.51,Yes
244,2017-09-12,P001,6,Issue,-10,2867.51,Yes
245,2017-09-13,P001,6,Issue,-5,2867.51,Yes
246,2017-09-14,P001,6,Issue,-12,2867.51,Yes
247,2017-09-15,P001,6,Issue,-12,2867.51,Yes
248,2017-09-16,P001,6,Issue,-11,2867.51,Yes
249,2017-09-17,P001,6,Issue,-6,2867.51,Yes
250,2017-09-18,P001,6,Issue,-1,2867.51,Yes
251,2017-09-19,P001,6,Issue,-11,2867.51,Yes
252,2017-09-20,P001,6,Issue,-4,2867.51,Yes
253,2017-09-21,P001,6,Issue,-1,2867.51,Yes
254,2017-09-22,P001,6,Issue,-10,2867.51,Yes
255,2017-09-23,P001,6,Issue,-4,2867.51,Yes
256,2017-09-24,P001,6,Issue,-8,2867.51,Yes
257,2017-09-25,P001,6,Issue,-6,2867.51,Yes
258,2017-09-26,P001,6,Issue,-7,2867.51,Yes
259,2017-09-27,P001,6,Issue,-9,2867.51,Yes
260,2017-09-29,P001,6,Issue,-9,2867.51,Yes
261,2017-09-30,P001,6,Issue,-12,2867.51,Yes
262,2017-10-01,P001,6,Issue,-8,2867.51,Yes
263,2017-10-02,P001,6,Receipt,210,2867.51,Yes
264,2017-10-02,P001,6,Issue,-3,2867.51,Yes
265,2017-10-03,P001,6,Issue,-6,2867.51,Yes
266,2017-10-04,P001,6,Issue,-4,2867.51,Yes
267,2017-10-05,P001,6,Issue,-4,2867.51,Yes
268,2017-10-06,P001,6,Issue,-4,2867.51,Yes
269,2017-10-07,P001,6,Issue,-5,2867.51,Yes
270,2017-10-08,P001,6,Issue,-6,2867.51,Yes
271,2017-10-09,P001,6,Issue,-10,2867.51,Yes
272,2017-10-10,P001,6,Issue,-5,2867.51,Yes
273,2017-10-11,P001,6,Issue,-7,2867.51,Yes
274,2017-10-12,P001,6,Issue,-9,2867.51,Yes
275,2017-10-13,P001,6,Issue,-2,2867.51,Yes
276,2017-10-14,P001,6,Issue,-9,2867.51,Yes
277,2017-10-15,P001,6,Issue,-6,2867.51,Yes
278,2017-10-16,P001,6,Issue,-3,2867.51,Yes
279,2017-10-17,P001,6,Issue,-10,2867.51,Yes
280,2017-10-18,P001,6,Issue,-10,2867.51,Yes
281,2017-10-19,P001,6,Issue,-10,2867.51,Yes
282,2017-10-20,P001,6,Issue,-5,2867.51,Yes
283,2017-10-21,P001,6,Issue,-9,2867.51,Yes
284,2017-10-22,P001,6,Issue,-2,2867.51,Yes
285,2017-10-23,P001,6,Issue,-9,2867.51,Yes
286,2017-10-24,P001,6,Issue,-11,2867.51,Yes
287,2017-10-25,P001,6,Issue,-1,2867.51,Yes
288,2017-10-27,P001,6,Issue,-2,2867.51,Yes
289,2017-10-28,P001,6,Issue,-6,2867.51,Yes
290,2017-10-29,P001,6,Issue,-12,2867.51,Yes
291,2017-10-30,P001,6,Receipt,170,2867.51,Yes
292,2017-10-30,P001,6,Issue,-2,2867.51,Yes
293,2017-10-31,P001,6,Issue,-11,2867.51,Yes
294,2017-11-02,P001,6,Issue,-9,2867.51,Yes
295,2017-11-03,P001,6,Issue,-10,2867.51,Yes
296,2017-11-04,P001,6,Issue,-7,2867.51,Yes
297,2017-11-05,P001,6,Issue,-8,2867.51,Yes
298,2017-11-06,P001,6,Issue,-1,2867.51,Yes
299,2017-11-08,P001,6,Issue,-10,2867.51,Yes
300,2017-11-09,P001,6,Issue,-5,2867.51,Yes
301,2017-11-11,P001,6,Issue,-6,2867.51,Yes
302,2017-11-12,P001,6,Issue,-2,2867.51,Yes
303,2017-11-13,P001,6,Issue,-10,2867.51,Yes
304,2017-11-14,P001,6,Issue,-8,2867.51,Yes
305,2017-11-15,P001,6,Issue,-5,2867.51,Yes
306,2017-11-16,P001,6,Issue,-11,2867.51,Yes
307,2017-11-17,P001,6,Issue,-12,2867.51,Yes
308,2017-11-18,P001,6,Issue,-9,2867.51,Yes
309,2017-11-19,P001,6,Issue,-3,2867.51,Yes
310,2017-11-20,P001,6,Issue,-2,2867.51,Yes
311,2017-11-21,P001,6,Issue,-10,2867.51,Yes
312,2017-11-22,P001,6,Issue,-3,2867.51,Yes
313,2017-11-24,P001,6,Issue,-6,2867.51,Yes
314,2017-11-25,P001,6,Issue,-8,2867.51,Yes
315,2017-11-26,P001,6,Issue,-11,2867.51,Yes
316,2017-11-27,P001,6,Receipt,169,2867.51,Yes
317,2017-11-27,P001,6,Issue,-2,2867.51,Yes
318,2017-11-28,P001,6,Issue,-12,2867.51,Yes
319,2017-11-29,P001,6,Issue,-5,2867.51,Yes
320,2017-11-30,P001,6,Issue,-7,2867.51,Yes
321,2017-12-01,P001,6,Issue,-5,2867.51,Yes
322,2017-12-02,P001,6,Issue,-4,2867.51,Yes
323,2017-12-03,P001,6,Issue,-4,2867.51,Yes
324,2017-12-04,P001,6,Issue,-2,2867.51,Yes
325,2017-12-05,P001,6,Issue,-8,2867.51,Yes
326,2017-12-06,P001,6,Issue,-5,2867.51,Yes
327,2017-12-07,P001,6,Issue,-9,2867.51,Yes
328,2017-12-08,P001,6,Issue,-3,2867.51,Yes
329,2017-12-09,P001,6,Issue,-3,2867.51,Yes
330,2017-12-10,P001,6,Issue,-9,2867.51,Yes
331,2017-12-11,P001,6,Issue,-10,2867.51,Yes
332,2017-12-12,P001,6,Issue,-11,2867.51,Yes
333,2017-12-13,P001,6,Issue,-1,2867.51,Yes
334,2017-12-14,P001,6,Issue,-3,2867.51,Yes
335,2017-12-15,P001,6,Issue,-3,2867.51,Yes
336,2017-12-16,P001,6,Issue,-4,2867.51,Yes
337,2017-12-17,P001,6,Issue,-12,2867.51,Yes
338,2017-12-18,P001,6,Issue,-10,2867.51,Yes
339,2017-12-19,P001,6,Issue,-10,2867.51,Yes
340,2017-12-20,P001,6,Issue,-8,2867.51,Yes
341,2017-12-21,P001,6,Issue,-6,2867.51,Yes
342,2017-12-22,P001,6,Issue,-3,2867.51,Yes
343,2017-12-24,P001,6,Issue,-9,2867.51,Yes
344,2017-12-25,P001,6,Issue,-12,2867.51,Yes
345,2017-12-26,P001,6,Issue,-7,2867.51,Yes
346,2017-12-27,P001,6,Issue,-2,2867.51,Yes
347,2017-12-28,P001,6,Issue,-6,2867.51,Yes
348,2017-12-29,P001,6,Issue,-2,2867.51,Yes
349,2017-12-30,P001,6,Issue,-5,2867.51,Yes
350,2017-12-31,P001,6,Issue,-7,2867.51,Yes
351,2017-01-01,P001,8,Opening,40,2867.51,Yes
352,2017-01-01,P001,8,Issue,-3,2867.51,Yes
353,2017-01-02,P001,8,Issue,-6,2867.51,Yes
354,2017-01-03,P001,8,Issue,-5,2867.51,Yes
355,2017-01-04,P001,8,Issue,-6,2867.51,Yes
356,2017-01-05,P001,8,Issue,-4,2867.51,Yes
357,2017-01-06,P001,8,Issue,-1,2867.51,Yes
358,2017-01-07,P001,8,Issue,-6,2867.51,Yes
359,2017-01-08,P001,8,Issue,-3,2867.51,Yes
360,2017-01-09,P001,8,Receipt,99,2867.51,Yes
361,2017-01-09,P001,8,Issue,-4,2867.51,Yes
362,2017-01-10,P001,8,Issue,-3,2867.51,Yes
363,2017-01-11,P001,8,Issue,-5,2867.51,Yes
364,2017-01-12,P001,8,Issue,-5,2867.51,Yes
365,2017-01-13,P001,8,Issue,-5,2867.51,Yes
366,2017-01-14,P001,8,Issue,-1,2867.51,Yes
367,2017-01-15,P001,8,Issue,-2,2867.51,Yes
368,2017-01-16,P001,8,Issue,-6,2867.51,Yes
369,2017-01-17,P001,8,Issue,-1,2867.51,Yes
370,2017-01-19,P001,8,Issue,-3,2867.51,Yes
371,2017-01-20,P001,8,Issue,-5,2867.51,Yes
372,2017-01-22,P001,8,Issue,-5,2867.51,Yes
373,2017-01-24,P001,8,Issue,-4,2867.51,Yes
374,2017-01-25,P001,8,Issue,-5,2867.51,Yes
375,2017-01-26,P001,8,Issue,-6,2867.51,Yes
376,2017-01-27,P001,8,Issue,-5,2867.51,Yes
377,2017-01-29,P001,8,Issue,-5,2867.51,Yes
378,2017-01-30,P001,8,Issue,-4,2867.51,Yes
379,2017-01-31,P001,8,Issue,-3,2867.51,Yes
380,2017-02-03,P001,8,Issue,-3,2867.51,Yes
381,2017-02-04,P001,8,Issue,-1,2867.51,Yes
382,2017-02-05,P001,8,Issue,-2,2867.51,Yes
383,2017-02-07,P001,8,Issue,-2,2867.51,Yes
384,2017-02-08,P001,8,Issue,-6,2867.51,Yes
385,2017-02-10,P001,8,Issue,-4,2867.51,Yes
386,2017-02-11,P001,8,Issue,-2,2867.51,Yes
387,2017-02-13,P001,8,Receipt,97,2867.51,Yes
388,2017-02-13,P001,8,Issue,-3,2867.51,Yes
389,2017-02-14,P001,8,Issue,-3,2867.51,Yes
390,2017-02-15,P001,8,Issue,-5,2867.51,Yes
391,2017-02-18,P001,8,Issue,-5,2867.51,Yes
392,2017-02-19,P001,8,Issue,-2,2867.51,Yes
393,2017-02-20,P001,8,Issue,-6,2867.51,Yes
394,2017-02-21,P001,8,Issue,-5,2867.51,Yes
395,2017-02-22,P001,8,Issue,-1,2867.51,Yes
396,2017-02-24,P001,8,Issue,-2,2867.51,Yes
397,2017-02-25,P001,8,Issue,-2,2867.51,Yes
398,2017-02-26,P001,8,Issue,-4,2867.51,Yes
399,2017-02-27,P001,8,Issue,-2,2867.51,Yes
400,2017-02-28,P001,8,Issue,-5,2867.51,Yes
401,2017-03-01,P001,8,Issue,-6,2867.51,Yes
402,2017-03-02,P001,8,Issue,-2,2867.51,Yes
403,2017-03-03,P001,8,Issue,-6,2867.51,Yes
404,2017-03-04,P001,8,Issue,-1,2867.51,Yes
405,2017-03-05,P001,8,Issue,-2,2867.51,Yes
406,2017-03-06,P001,8,Issue,-2,2867.51,Yes
407,2017-03-08,P001,8,Issue,-6,2867.51,Yes
408,2017-03-09,P001,8,Issue,-5,2867.51,Yes
409,2017-03-10,P001,8,Issue,-3,2867.51,Yes
410,2017-03-11,P001,8,Issue,-5,2867.51,Yes
411,2017-03-12,P001,8,Issue,-5,2867.51,Yes
412,2017-03-13,P001,8,Receipt,88,2867.51,Yes
413,2017-03-13,P001,8,Issue,-2,2867.51,Yes
414,2017-03-16,P001,8,Issue,-3,2867.51,Yes
415,2017-03-17,P001,8,Issue,-3,2867.51,Yes
416,2017-03-19,P001,8,Issue,-2,2867.51,Yes
417,2017-03-21,P001,8,Issue,-4,2867.51,Yes
418,2017-03-22,P001,8,Issue,-2,2867.51,Yes
419,2017-03-23,P001,8,Issue,-3,2867.51,Yes
420,2017-03-24,P001,8,Issue,-2,2867.51,Yes
421,2017-03-25,P001,8,Issue,-1,2867.51,Yes
422,2017-03-26,P001,8,Issue,-5,2867.51,Yes
423,2017-03-27,P001,8,Issue,-2,2867.51,Yes
424,2017-03-28,P001,8,Issue,-4,2867.51,Yes
425,2017-03-29,P001,8,Issue,-1,2867.51,Yes
426,2017-03-31,P001,8,Issue,-5,2867.51,Yes
427,2017-04-01,P001,8,Issue,-4,2867.51,Yes
428,2017-04-02,P001,8,Issue,-6,2867.51,Yes
429,2017-04-03,P001,8,Issue,-4,2867.51,Yes
430,2017-04-04,P001,8,Issue,-1,2867.51,Yes
431,2017-04-05,P001,8,Issue,-2,2867.51,Yes
432,2017-04-07,P001,8,Issue,-1,2867.51,Yes
433,2017-04-09,P001,8,Issue,-6,2867.51,Yes
434,2017-04-10,P001,8,Issue,-4,2867.51,Yes
435,2017-04-11,P001,8,Issue,-6,2867.51,Yes
436,2017-04-12,P001,8,Issue,-4,2867.51,Yes
437,2017-04-13,P001,8,Issue,-1,2867.51,Yes
438,2017-04-14,P001,8,Issue,-5,2867.51,Yes
439,2017-04-15,P001,8,Issue,-5,2867.51,Yes
440,2017-04-17,P001,8,Receipt,88,2867.51,Yes
441,2017-04-17,P001,8,Issue,-6,2867.51,Yes
442,2017-04-18,P001,8,Issue,-2,2867.51,Yes
443,2017-04-19,P001,8,Issue,-6,2867.51,Yes
444,2017-04-22,P001,8,Issue,-1,2867.51,Yes
445,2017-04-24,P001,8,Issue,-2,2867.51,Yes
446,2017-04-25,P001,8,Issue,-3,2867.51,Yes
447,2017-04-26,P001,8,Issue,-6,2867.51,Yes
448,2017-04-27,P001,8,Issue,-4,2867.51,Yes
449,2017-04-28,P001,8,Issue,-5,2867.51,Yes
450,2017-04-29,P001,8,Issue,-2,2867.51,Yes
451,2017-04-30,P001,8,Issue,-2,2867.51,Yes
452,2017-05-01,P001,8,Issue,-3,2867.51,Yes
453,2017-05-02,P001,8,Issue,-6,2867.51,Yes
454,2017-05-03,P001,8,Issue,-6,2867.51,Yes
455,2017-05-04,P001,8,Issue,-6,2867.51,Yes
456,2017-05-05,P001,8,Issue,-5,2867.51,Yes
457,2017-05-06,P001,8,Issue,-1,2867.51,Yes
458,2017-05-07,P001,8,Issue,-5,2867.51,Yes
459,2017-05-08,P001,8,Issue,-5,2867.51,Yes
460,2017-05-09,P001,8,Issue,-3,2867.51,Yes
461,2017-05-10,P001,8,Issue,-2,2867.51,Yes
462,2017-05-11,P001,8,Issue,-3,2867.51,Yes
463,2017-05-12,P001,8,Issue,-1,2867.51,Yes
