Date,ProductID,WarehouseID,OnHand,UnitCost
2017-07-31,P002,8,30,2326.27
2017-08-31,P002,8,36,2326.27
2017-09-30,P002,8,19,2326.27
2017-10-31,P002,8,24,2326.27
2017-11-30,P002,8,12,2326.27
2017-12-31,P002,8,23,2326.27
2017-01-31,P003,2,28,2035.18
2017-02-28,P003,2,30,2035.18
2017-03-31,P003,2,24,2035.18
2017-04-30,P003,2,32,2035.18
2017-05-31,P003,2,33,2035.18
2017-06-30,P003,2,12,2035.18
2017-07-31,P003,2,16,2035.18
2017-08-31,P003,2,14,2035.18
2017-09-30,P003,2,16,2035.18
2017-10-31,P003,2,5,2035.18
2017-11-30,P003,2,14,2035.18
2017-12-31,P003,2,17,2035.18
2017-01-31,P003,5,109,2035.18
2017-02-28,P003,5,128,2035.18
2017-03-31,P003,5,146,2035.18
2017-04-30,P003,5,140,2035.18
2017-05-31,P003,5,152,2035.18
2017-06-30,P003,5,35,2035.18
2017-07-31,P003,5,163,2035.18
2017-08-31,P003,5,150,2035.18
2017-09-30,P003,5,42,2035.18
2017-10-31,P003,5,45,2035.18
2017-11-30,P003,5,53,2035.18
2017-12-31,P003,5,61,2035.18
2017-01-31,P003,6,511,2035.18
2017-02-28,P003,6,361,2035.18
2017-03-31,P003,6,166,2035.18
2017-04-30,P003,6,209,2035.18
2017-05-31,P003,6,230,2035.18
2017-06-30,P003,6,81,2035.18
2017-07-31,P003,6,85,2035.18
2017-08-31,P003,6,96,2035.18
2017-09-30,P003,6,142,2035.18
2017-10-31,P003,6,155,2035.18
2017-11-30,P003,6,137,2035.18
2017-12-31,P003,6,155,2035.18
2017-01-31,P004,3,24,2144.4
2017-02-28,P004,3,22,2144.4
2017-03-31,P004,3,25,2144.4
2017-04-30,P004,3,23,2144.4
2017-05-31,P004,3,29,2144.4
2017-06-30,P004,3,0,2144.4
2017-07-31,P004,3,3,2144.4
2017-08-31,P004,3,6,2144.4
2017-09-30,P004,3,3,2144.4
2017-10-31,P004,3,32,2144.4
2017-11-30,P004,3,1,2144.4
2017-12-31,P004,3,0,2144.4
2017-01-31,P004,4,0,2144.4
2017-02-28,P004,4,0,2144.4
2017-03-31,P004,4,0,2144.4
2017-04-30,P004,4,0,2144.4
2017-05-31,P004,4,0,2144.4
2017-06-30,P004,4,0,2144.4
2017-07-31,P004,4,0,2144.4
2017-08-31,P004,4,0,2144.4
2017-09-30,P004,4,0,2144.4
2017-10-31,P004,4,0,2144.4
2017-11-30,P004,4,0,2144.4
2017-12-31,P004,4,0,2144.4
2017-01-31,P004,6,47,2144.4
2017-02-28,P004,6,58,2144.4
2017-03-31,P004,6,68,2144.4
2017-04-30,P004,6,67,2144.4
2017-05-31,P004,6,79,2144.4
2017-06-30,P004,6,72,2144.4
2017-07-31,P004,6,67,2144.4
2017-08-31,P004,6,79,2144.4
2017-09-30,P004,6,104,2144.4
2017-10-31,P004,6,102,2144.4
2017-11-30,P004,6,100,2144.4
2017-12-31,P004,6,93,2144.4
2017-01-31,P005,3,0,2012.11
2017-02-28,P005,3,0,2012.11
2017-03-31,P005,3,0,2012.11
2017-04-30,P005,3,0,2012.11
2017-05-31,P005,3,0,2012.11
2017-06-30,P005,3,0,2012.11
2017-07-31,P005,3,0,2012.11
2017-08-31,P005,3,0,2012.11
2017-09-30,P005,3,0,2012.11
2017-10-31,P005,3,0,2012.11
2017-11-30,P005,3,0,2012.11
2017-12-31,P005,3,0,2012.11
2017-01-31,P005,7,115,2012.11
2017-02-28,P005,7,132,2012.11
2017-03-31,P005,7,113,2012.11
2017-04-30,P005,7,163,2012.11
2017-05-31,P005,7,199,2012.11
2017-06-30,P005,7,54,2012.11
2017-07-31,P005,7,73,2012.11
2017-08-31,P005,7,72,2012.11
2017-09-30,P005,7,49,2012.11
2017-10-31,P005,7,67,2012.11
2017-11-30,P005,7,75,2012.11
2017-12-31,P005,7,79,2012.11
2017-01-31,P005,8,226,2012.11
2017-02-28,P005,8,56,2012.11
2017-03-31,P005,8,76,2012.11
2017-04-30,P005,8,98,2012.11
2017-05-31,P005,8,78,2012.11
2017-06-30,P005,8,86,2012.11
2017-07-31,P005,8,106,2012.11
2017-08-31,P005,8,121,2012.11
2017-09-30,P005,8,136,2012.11
2017-10-31,P005,8,128,2012.11
2017-11-30,P005,8,160,2012.11
2017-12-31,P005,8,106,2012.11
2017-01-31,P006,2,413,1925.13
2017-02-28,P006,2,250,1925.13
2017-03-31,P006,2,57,1925.13
2017-04-30,P006,2,38,1925.13
2017-05-31,P006,2,36,1925.13
2017-06-30,P006,2,31,1925.13
2017-07-31,P006,2,192,1925.13
2017-08-31,P006,2,28,1925.13
2017-09-30,P006,2,37,1925.13
2017-10-31,P006,2,92,1925.13
2017-11-30,P006,2,125,1925.13
2017-12-31,P006,2,140,1925.13
2017-01-31,P006,6,106,1925.13
2017-02-28,P006,6,106,1925.13
2017-03-31,P006,6,106,1925.13
2017-04-30,P006,6,106,1925.13
2017-05-31,P006,6,106,1925.13
2017-06-30,P006,6,106,1925.13
2017-07-31,P006,6,106,1925.13
2017-08-31,P006,6,106,1925.13
2017-09-30,P006,6,106,1925.13
2017-10-31,P006,6,106,1925.13
2017-11-30,P006,6,106,1925.13
2017-12-31,P006,6,106,1925.13
2017-01-31,P006,8,56,1925.13
2017-02-28,P006,8,83,1925.13
2017-03-31,P006,8,90,1925.13
2017-04-30,P006,8,105,1925.13
2017-05-31,P006,8,80,1925.13
2017-06-30,P006,8,110,1925.13
2017-07-31,P006,8,128,1925.13
2017-08-31,P006,8,109,1925.13
2017-09-30,P006,8,98,1925.13
2017-10-31,P006,8,126,1925.13
2017-11-30,P006,8,17,1925.13
2017-12-31,P006,8,28,1925.13
2017-01-31,P007,3,31,2101.59
2017-02-28,P007,3,33,2101.59
2017-03-31,P007,3,34,2101.59
2017-04-30,P007,3,1,2101.59
2017-05-31,P007,3,32,2101.59
2017-06-30,P007,3,29,2101.59
2017-07-31,P007,3,28,2101.59
2017-08-31,P007,3,27,2101.59
2017-09-30,P007,3,29,2101.59
2017-10-31,P007,3,29,2101.59
2017-11-30,P007,3,28,2101.59
2017-12-31,P007,3,26,2101.59
2017-01-31,P007,8,93,2101.59
2017-02-28,P007,8,108,2101.59
2017-03-31,P007,8,104,2101.59
2017-04-30,P007,8,95,2101.59
2017-05-31,P007,8,114,2101.59
2017-06-30,P007,8,28,2101.59
2017-07-31,P007,8,38,2101.59
2017-08-31,P007,8,35,2101.59
2017-09-30,P007,8,47,2101.59
2017-10-31,P007,8,63,2101.59
2017-11-30,P007,8,43,2101.59
2017-12-31,P007,8,29,2101.59
2017-01-31,P007,9,100,2101.59
2017-02-28,P007,9,119,2101.59
2017-03-31,P007,9,129,2101.59
2017-04-30,P007,9,142,2101.59
2017-05-31,P007,9,150,2101.59
2017-06-30,P007,9,39,2101.59
2017-07-31,P007,9,45,2101.59
2017-08-31,P007,9,51,2101.59
2017-09-30,P007,9,46,2101.59
2017-10-31,P007,9,66,2101.59
2017-11-30,P007,9,52,2101.59
2017-12-31,P007,9,35,2101.59
2017-01-31,P008,1,0,1780.35
2017-02-28,P008,1,0,1780.35
2017-03-31,P008,1,0,1780.35
2017-04-30,P008,1,0,1780.35
2017-05-31,P008,1,0,1780.35
2017-06-30,P008,1,0,1780.35
2017-07-31,P008,1,0,1780.35
2017-08-31,P008,1,0,1780.35
2017-09-30,P008,1,0,1780.35
2017-10-31,P008,1,0,1780.35
2017-11-30,P008,1,0,1780.35
2017-12-31,P008,1,0,1780.35
2017-01-31,P008,4,154,1780.35
2017-02-28,P008,4,154,1780.35
2017-03-31,P008,4,154,1780.35
2017-04-30,P008,4,154,1780.35
2017-05-31,P008,4,154,1780.35
2017-06-30,P008,4,154,1780.35
2017-07-31,P008,4,154,1780.35
2017-08-31,P008,4,154,1780.35
2017-09-30,P008,4,154,1780.35
2017-10-31,P008,4,154,1780.35
2017-11-30,P008,4,154,1780.35
2017-12-31,P008,4,154,1780.35
2017-01-31,P008,7,128,1780.35
2017-02-28,P008,7,120,1780.35
2017-03-31,P008,7,109,1780.35
2017-04-30,P008,7,98,1780.35
2017-05-31,P008,7,107,1780.35
2017-06-30,P008,7,128,1780.35
2017-07-31,P008,7,109,1780.35
2017-08-31,P008,7,118,1780.35
2017-09-30,P008,7,150,1780.35
2017-10-31,P008,7,159,1780.35
2017-11-30,P008,7,42,1780.35
2017-12-31,P008,7,50,1780.35
2017-01-31,P009,1,49,1793.53
2017-02-28,P009,1,67,1793.53
2017-03-31,P009,1,69,1793.53
2017-04-30,P009,1,16,1793.53
2017-05-31,P009,1,62,1793.53
2017-06-30,P009,1,63,1793.53
2017-07-31,P009,1,74,1793.53
2017-08-31,P009,1,17,1793.53
2017-09-30,P009,1,24,1793.53
2017-10-31,P009,1,22,1793.53
2017-11-30,P009,1,30,1793.53
2017-12-31,P009,1,32,1793.53
2017-01-31,P009,3,95,1793.53
2017-02-28,P009,3,116,1793.53
2017-03-31,P009,3,32,1793.53
2017-04-30,P009,3,26,1793.53
2017-05-31,P009,3,41,1793.53
2017-06-30,P009,3,51,1793.53
2017-07-31,P009,3,46,1793.53
2017-08-31,P009,3,40,1793.53
2017-09-30,P009,3,41,1793.53
2017-10-31,P009,3,47,1793.53
2017-11-30,P009,3,59,1793.53
2017-12-31,P009,3,68,1793.53
2017-01-31,P009,8,464,1793.53
2017-02-28,P009,8,333,1793.53
2017-03-31,P009,8,207,1793.53
2017-04-30,P009,8,94,1793.53
2017-05-31,P009,8,68,1793.53
2017-06-30,P009,8,90,1793.53
2017-07-31,P009,8,104,1793.53
2017-08-31,P009,8,77,1793.53
2017-09-30,P009,8,102,1793.53
2017-10-31,P009,8,103,1793.53
2017-11-30,P009,8,133,1793.53
2017-12-31,P009,8,173,1793.53
2017-01-31,P010,4,160,1940.18
2017-02-28,P010,4,177,1940.18
2017-03-31,P010,4,34,1940.18
2017-04-30,P010,4,53,1940.18
2017-05-31,P010,4,49,1940.18
2017-06-30,P010,4,96,1940.18
2017-07-31,P010,4,86,1940.18
2017-08-31,P010,4,85,1940.18
2017-09-30,P010,4,92,1940.18
2017-10-31,P010,4,122,1940.18
2017-11-30,P010,4,140,1940.18
2017-12-31,P010,4,160,1940.18
2017-01-31,P010,6,72,1940.18
2017-02-28,P010,6,62,1940.18
2017-03-31,P010,6,60,1940.18
2017-04-30,P010,6,68,1940.18
2017-05-31,P010,6,58,1940.18
2017-06-30,P010,6,62,1940.18
2017-07-31,P010,6,67,1940.18
2017-08-31,P010,6,117,1940.18
2017-09-30,P010,6,16,1940.18
2017-10-31,P010,6,17,1940.18
2017-11-30,P010,6,59,1940.18
2017-12-31,P010,6,22,1940.18
2017-01-31,P010,9,28,1940.18
2017-02-28,P010,9,26,1940.18
2017-03-31,P010,9,25,1940.18
2017-04-30,P010,9,31,1940.18
2017-05-31,P010,9,34,1940.18
2017-06-30,P010,9,43,1940.18
2017-07-31,P010,9,48,1940.18
2017-08-31,P010,9,39,1940.18
2017-09-30,P010,9,39,1940.18
2017-10-31,P010,9,51,1940.18
2017-11-30,P010,9,54,1940.18
2017-12-31,P010,9,41,1940.18
2017-01-31,P011,5,42,1888.33
2017-02-28,P011,5,45,1888.33
2017-03-31,P011,5,38,1888.33
2017-04-30,P011,5,45,1888.33
2017-05-31,P011,5,64,1888.33
2017-06-30,P011,5,60,1888.33
2017-07-31,P011,5,76,1888.33
2017-08-31,P011,5,15,1888.33
2017-09-30,P011,5,27,1888.33
2017-10-31,P011,5,25,1888.33
2017-11-30,P011,5,31,1888.33
2017-12-31,P011,5,37,1888.33
2017-01-31,P011,8,34,1888.33
2017-02-28,P011,8,12,1888.33
2017-03-31,P011,8,7,1888.33
2017-04-30,P011,8,20,1888.33
2017-05-31,P011,8,24,1888.33
2017-06-30,P011,8,34,1888.33
2017-07-31,P011,8,36,1888.33
2017-08-31,P011,8,37,1888.33
2017-09-30,P011,8,10,1888.33
2017-10-31,P011,8,12,1888.33
2017-11-30,P011,8,20,1888.33
2017-12-31,P011,8,19,1888.33
2017-01-31,P011,9,69,1888.33
2017-02-28,P011,9,80,1888.33
2017-03-31,P011,9,18,1888.33
2017-04-30,P011,9,32,1888.33
2017-05-31,P011,9,40,1888.33
2017-06-30,P011,9,54,1888.33
2017-07-31,P011,9,57,1888.33
2017-08-31,P011,9,66,1888.33
2017-09-30,P011,9,63,1888.33
2017-10-31,P011,9,63,1888.33
2017-11-30,P011,9,66,1888.33
2017-12-31,P011,9,70,1888.33
2017-01-31,P012,1,156,1781.47
2017-02-28,P012,1,99,1781.47
2017-03-31,P012,1,40,1781.47
2017-04-30,P012,1,53,1781.47
2017-05-31,P012,1,54,1781.47
2017-06-30,P012,1,50,1781.47
2017-07-31,P012,1,63,1781.47
2017-08-31,P012,1,51,1781.47
2017-09-30,P012,1,53,1781.47
2017-10-31,P012,1,43,1781.47
2017-11-30,P012,1,36,1781.47
2017-12-31,P012,1,36,1781.47
2017-01-31,P012,4,58,1781.47
2017-02-28,P012,4,64,1781.47
2017-03-31,P012,4,52,1781.47
2017-04-30,P012,4,62,1781.47
2017-05-31,P012,4,49,1781.47
2017-06-30,P012,4,57,1781.47
2017-07-31,P012,4,63,1781.47
2017-08-31,P012,4,67,1781.47
2017-09-30,P012,4,23,1781.47
2017-10-31,P012,4,25,1781.47
2017-11-30,P012,4,15,1781.47
2017-12-31,P012,4,15,1781.47
2017-01-31,P012,5,121,1781.47
2017-02-28,P012,5,131,1781.47
2017-03-31,P012,5,125,1781.47
2017-04-30,P012,5,151,1781.47
2017-05-31,P012,5,142,1781.47
2017-06-30,P012,5,183,1781.47
2017-07-31,P012,5,187,1781.47
2017-08-31,P012,5,165,1781.47
2017-09-30,P012,5,193,1781.47
2017-10-31,P012,5,187,1781.47
2017-11-30,P012,5,216,1781.47
2017-12-31,P012,5,194,1781.47
2017-01-31,P013,1,101,1723.83
2017-02-28,P013,1,105,1723.83
2017-03-31,P013,1,116,1723.83
2017-04-30,P013,1,111,1723.83
2017-05-31,P013,1,101,1723.83
2017-06-30,P013,1,109,1723.83
2017-07-31,P013,1,92,1723.83
2017-08-31,P013,1,93,1723.83
2017-09-30,P013,1,95,1723.83
2017-10-31,P013,1,110,1723.83
2017-11-30,P013,1,115,1723.83
2017-12-31,P013,1,117,1723.83
2017-01-31,P013,6,369,1723.83
2017-02-28,P013,6,245,1723.83
2017-03-31,P013,6,119,1723.83
2017-04-30,P013,6,132,1723.83
2017-05-31,P013,6,127,1723.83
2017-06-30,P013,6,109,1723.83
2017-07-31,P013,6,108,1723.83
2017-08-31,P013,6,117,1723.83
2017-09-30,P013,6,107,1723.83
2017-10-31,P013,6,118,1723.83
2017-11-30,P013,6,141,1723.83
2017-12-31,P013,6,130,1723.83
2017-01-31,P013,7,0,1723.83
2017-02-28,P013,7,0,1723.83
2017-03-31,P013,7,0,1723.83
2017-04-30,P013,7,0,1723.83
2017-05-31,P013,7,0,1723.83
2017-06-30,P013,7,0,1723.83
2017-07-31,P013,7,0,1723.83
2017-08-31,P013,7,0,1723.83
2017-09-30,P013,7,0,1723.83
2017-10-31,P013,7,0,1723.83
2017-11-30,P013,7,0,1723.83
2017-12-31,P013,7,0,1723.83
2017-01-31,P014,1,89,1504.08
2017-02-28,P014,1,89,1504.08
2017-03-31,P014,1,89,1504.08
2017-04-30,P014,1,89,1504.08
2017-05-31,P014,1,89,1504.08
2017-06-30,P014,1,89,1504.08
2017-07-31,P014,1,89,1504.08
2017-08-31,P014,1,89,1504.08
2017-09-30,P014,1,89,1504.08
2017-10-31,P014,1,89,1504.08
2017-11-30,P014,1,89,1504.08
2017-12-31,P014,1,89,1504.08
2017-01-31,P014,5,22,1504.08
2017-02-28,P014,5,82,1504.08
2017-03-31,P014,5,80,1504.08
2017-04-30,P014,5,67,1504.08
2017-05-31,P014,5,41,1504.08
2017-06-30,P014,5,27,1504.08
2017-07-31,P014,5,77,1504.08
2017-08-31,P014,5,65,1504.08
2017-09-30,P014,5,64,1504.08
2017-10-31,P014,5,68,1504.08
2017-11-30,P014,5,61,1504.08
2017-12-31,P014,5,76,1504.08
2017-01-31,P014,6,19,1504.08
2017-02-28,P014,6,28,1504.08
2017-03-31,P014,6,30,1504.08
2017-04-30,P014,6,0,1504.08
2017-05-31,P014,6,30,1504.08
2017-06-30,P014,6,24,1504.08
2017-07-31,P014,6,16,1504.08
2017-08-31,P014,6,11,1504.08
2017-09-30,P014,6,21,1504.08
2017-10-31,P014,6,32,1504.08
2017-11-30,P014,6,32,1504.08
2017-12-31,P014,6,28,1504.08
2017-01-31,P015,2,39,1499.26
2017-02-28,P015,2,49,1499.26
2017-03-31,P015,2,48,1499.26
2017-04-30,P015,2,48,1499.26
2017-05-31,P015,2,54,1499.26
2017-06-30,P015,2,49,1499.26
2017-07-31,P015,2,42,1499.26
2017-08-31,P015,2,27,1499.26
2017-09-30,P015,2,41,1499.26
2017-10-31,P015,2,40,1499.26
2017-11-30,P015,2,38,1499.26
2017-12-31,P015,2,34,1499.26
2017-01-31,P015,5,55,1499.26
2017-02-28,P015,5,59,1499.26
2017-03-31,P015,5,56,1499.26
2017-04-30,P015,5,57,1499.26
2017-05-31,P015,5,53,1499.26
2017-06-30,P015,5,52,1499.26
2017-07-31,P015,5,53,1499.26
2017-08-31,P015,5,48,1499.26
2017-09-30,P015,5,54,1499.26
2017-10-31,P015,5,73,1499.26
2017-11-30,P015,5,66,1499.26
2017-12-31,P015,5,8,1499.26
2017-01-31,P015,6,362,1499.26
2017-02-28,P015,6,232,1499.26
2017-03-31,P015,6,48,1499.26
2017-04-30,P015,6,63,1499.26
2017-05-31,P015,6,96,1499.26
2017-06-30,P015,6,113,1499.26
2017-07-31,P015,6,120,1499.26
2017-08-31,P015,6,137,1499.26
2017-09-30,P015,6,145,1499.26
2017-10-31,P015,6,133,1499.26
2017-11-30,P015,6,102,1499.26
2017-12-31,P015,6,106,1499.26
2017-01-31,P016,1,17,1540.35
2017-02-28,P016,1,17,1540.35
2017-03-31,P016,1,17,1540.35
2017-04-30,P016,1,17,1540.35
2017-05-31,P016,1,17,1540.35
2017-06-30,P016,1,17,1540.35
2017-07-31,P016,1,17,1540.35
2017-08-31,P016,1,17,1540.35
2017-09-30,P016,1,17,1540.35
2017-10-31,P016,1,17,1540.35
2017-11-30,P016,1,17,1540.35
2017-12-31,P016,1,17,1540.35
2017-01-31,P016,4,49,1540.35
2017-02-28,P016,4,51,1540.35
2017-03-31,P016,4,44,1540.35
2017-04-30,P016,4,38,1540.35
2017-05-31,P016,4,43,1540.35
2017-06-30,P016,4,44,1540.35
2017-07-31,P016,4,43,1540.35
2017-08-31,P016,4,22,1540.35
2017-09-30,P016,4,28,1540.35
2017-10-31,P016,4,29,1540.35
2017-11-30,P016,4,29,1540.35
2017-12-31,P016,4,21,1540.35
2017-01-31,P016,5,56,1540.35
2017-02-28,P016,5,58,1540.35
2017-03-31,P016,5,69,1540.35
2017-04-30,P016,5,60,1540.35
2017-05-31,P016,5,52,1540.35
2017-06-30,P016,5,62,1540.35
2017-07-31,P016,5,72,1540.35
2017-08-31,P016,5,67,1540.35
2017-09-30,P016,5,23,1540.35
2017-10-31,P016,5,19,1540.35
2017-11-30,P016,5,28,1540.35
2017-12-31,P016,5,32,1540.35
2017-01-31,P017,1,0,1671.95
2017-02-28,P017,1,0,1671.95
2017-03-31,P017,1,0,1671.95
2017-04-30,P017,1,0,1671.95
2017-05-31,P017,1,0,1671.95
2017-06-30,P017,1,0,1671.95
2017-07-31,P017,1,0,1671.95
2017-08-31,P017,1,0,1671.95
2017-09-30,P017,1,0,1671.95
2017-10-31,P017,1,0,1671.95
2017-11-30,P017,1,0,1671.95
2017-12-31,P017,1,0,1671.95
2017-01-31,P017,2,0,1671.95
2017-02-28,P017,2,0,1671.95
2017-03-31,P017,2,0,1671.95
2017-04-30,P017,2,0,1671.95
2017-05-31,P017,2,0,1671.95
2017-06-30,P017,2,0,1671.95
2017-07-31,P017,2,0,1671.95
2017-08-31,P017,2,0,1671.95
2017-09-30,P017,2,0,1671.95
2017-10-31,P017,2,0,1671.95
2017-11-30,P017,2,0,1671.95
2017-12-31,P017,2,0,1671.95
2017-01-31,P017,3,37,1671.95
2017-02-28,P017,3,12,1671.95
2017-03-31,P017,3,10,1671.95
2017-04-30,P017,3,7,1671.95
2017-05-31,P017,3,9,1671.95
2017-06-30,P017,3,13,1671.95
2017-07-31,P017,3,21,1671.95
2017-08-31,P017,3,24,1671.95
2017-09-30,P017,3,26,1671.95
2017-10-31,P017,3,26,1671.95
2017-11-30,P017,3,25,1671.95
2017-12-31,P017,3,25,1671.95
2017-01-31,P018,2,86,1706.95
2017-02-28,P018,2,92,1706.95
2017-03-31,P018,2,96,1706.95
2017-04-30,P018,2,92,1706.95
2017-05-31,P018,2,88,1706.95
2017-06-30,P018,2,82,1706.95
2017-07-31,P018,2,78,1706.95
2017-08-31,P018,2,81,1706.95
2017-09-30,P018,2,101,1706.95
2017-10-31,P018,2,116,1706.95
2017-11-30,P018,2,31,1706.95
2017-12-31,P018,2,50,1706.95
2017-01-31,P018,4,35,1706.95
2017-02-28,P018,4,44,1706.95
2017-03-31,P018,4,32,1706.95
2017-04-30,P018,4,38,1706.95
2017-05-31,P018,4,21,1706.95
2017-06-30,P018,4,26,1706.95
2017-07-31,P018,4,28,1706.95
2017-08-31,P018,4,39,1706.95
2017-09-30,P018,4,34,1706.95
2017-10-31,P018,4,39,1706.95
2017-11-30,P018,4,37,1706.95
2017-12-31,P018,4,48,1706.95
2017-01-31,P018,6,117,1706.95
2017-02-28,P018,6,117,1706.95
2017-03-31,P018,6,117,1706.95
2017-04-30,P018,6,117,1706.95
2017-05-31,P018,6,117,1706.95
2017-06-30,P018,6,117,1706.95
2017-07-31,P018,6,117,1706.95
2017-08-31,P018,6,117,1706.95
2017-09-30,P018,6,117,1706.95
2017-10-31,P018,6,117,1706.95
2017-11-30,P018,6,117,1706.95
2017-12-31,P018,6,117,1706.95
2017-01-31,P019,3,103,1323.12
2017-02-28,P019,3,113,1323.12
2017-03-31,P019,3,120,1323.12
2017-04-30,P019,3,135,1323.12
2017-05-31,P019,3,153,1323.12
2017-06-30,P019,3,130,1323.12
2017-07-31,P019,3,156,1323.12
2017-08-31,P019,3,152,1323.12
2017-09-30,P019,3,136,1323.12
2017-10-31,P019,3,129,1323.12
2017-11-30,P019,3,152,1323.12
2017-12-31,P019,3,134,1323.12
2017-01-31,P019,5,64,1323.12
2017-02-28,P019,5,90,1323.12
2017-03-31,P019,5,112,1323.12
2017-04-30,P019,5,81,1323.12
2017-05-31,P019,5,85,1323.12
2017-06-30,P019,5,85,1323.12
2017-07-31,P019,5,94,1323.12
2017-08-31,P019,5,88,1323.12
2017-09-30,P019,5,107,1323.12
2017-10-31,P019,5,126,1323.12
2017-11-30,P019,5,134,1323.12
2017-12-31,P019,5,0,1323.12
2017-01-31,P019,9,0,1323.12
2017-02-28,P019,9,0,1323.12
2017-03-31,P019,9,0,1323.12
2017-04-30,P019,9,0,1323.12
2017-05-31,P019,9,0,1323.12
2017-06-30,P019,9,0,1323.12
2017-07-31,P019,9,0,1323.12
2017-08-31,P019,9,0,1323.12
2017-09-30,P019,9,0,1323.12
2017-10-31,P019,9,0,1323.12
2017-11-30,P019,9,0,1323.12
2017-12-31,P019,9,0,1323.12
2017-01-31,P020,3,27,1369.83
2017-02-28,P020,3,45,1369.83
2017-03-31,P020,3,43,1369.83
2017-04-30,P020,3,34,1369.83
2017-05-31,P020,3,39,1369.83
2017-06-30,P020,3,44,1369.83
2017-07-31,P020,3,56,1369.83
2017-08-31,P020,3,49,1369.83
2017-09-30,P020,3,48,1369.83
2017-10-31,P020,3,50,1369.83
2017-11-30,P020,3,46,1369.83
2017-12-31,P020,3,38,1369.83
2017-01-31,P020,5,121,1369.83
2017-02-28,P020,5,121,1369.83
2017-03-31,P020,5,37,1369.83
2017-04-30,P020,5,31,1369.83
2017-05-31,P020,5,115,1369.83
2017-06-30,P020,5,29,1369.83
2017-07-31,P020,5,121,1369.83
2017-08-31,P020,5,114,1369.83
2017-09-30,P020,5,111,1369.83
2017-10-31,P020,5,121,1369.83
2017-11-30,P020,5,42,1369.83
2017-12-31,P020,5,33,1369.83
2017-01-31,P020,8,149,1369.83
2017-02-28,P020,8,154,1369.83
2017-03-31,P020,8,176,1369.83
2017-04-30,P020,8,0,1369.83
2017-05-31,P020,8,188,1369.83
2017-06-30,P020,8,11,1369.83
2017-07-31,P020,8,198,1369.83
2017-08-31,P020,8,180,1369.83
2017-09-30,P020,8,162,1369.83
2017-10-31,P020,8,136,1369.83
2017-11-30,P020,8,127,1369.83
2017-12-31,P020,8,100,1369.83
2017-01-31,P021,1,11,1496.43
2017-02-28,P021,1,38,1496.43
2017-03-31,P021,1,47,1496.43
2017-04-30,P021,1,48,1496.43
2017-05-31,P021,1,38,1496.43
2017-06-30,P021,1,25,1496.43
2017-07-31,P021,1,50,1496.43
2017-08-31,P021,1,76,1496.43
2017-09-30,P021,1,101,1496.43
2017-10-31,P021,1,144,1496.43
2017-11-30,P021,1,133,1496.43
2017-12-31,P021,1,0,1496.43
2017-01-31,P021,4,65,1496.43
2017-02-28,P021,4,66,1496.43
